zr_mM,experimental_time_min,median_kmc_time_s,mean_kmc_time_s,std_kmc_time_s,reach_fraction
3.3830513,36.0,86.39267466301385,132.74553335849055,134.50480459100498,1.0
6.766102599,17.0,109.17077330711312,171.75440513113185,180.2009078225356,1.0
13.5322052,13.0,63.74071461922614,89.38584310338771,76.88980406061007,1.0
27.0644104,11.0,106.56900361610342,130.27617382681777,119.42351910968348,1.0
54.12882079,11.0,162.08629046765026,206.88000493098764,159.5016445130946,1.0
108.2576416,12.0,201.0615171362369,249.40343635271515,217.3172875663652,1.0
216.5152832,15.0,487.1465741599056,505.58258567270616,377.56754042433937,1.0
