zr_conc,repeat_index,seed,reached_target,time_to_target_seconds,final_entities,steps_executed,simulated_time_seconds,prebound_fraction,effective_zr6_conc,effective_zr6_fraction_for_growth,effective_linker_conc,external_addition_activity,total_external_addition_channel_activity,legacy_external_addition_activity,free_zr6_addition_activity,free_linker_addition_activity,prebound_zr_btb_addition_activity,external_channel_activity_basis,prebound_external_channel_species,distorted_chemistry_model,prebound_growth_attempts,prebound_growth_successes,prebound_growth_failures,prebound_entities_added,prebound_linkages_formed,prebound_free_growth_site_delta,prebound_ready_pair_delta,wall_seconds
1.0,2,41102,True,5.7185299016954065,100,39325,5.7185299016954065,0.0017443018772869642,0.16358901245742782,0.981534074744567,21.135923027286452,0.989859577422661,21.332914559786346,0.989859577422661,0.16358901245742782,21.135923027286452,0.03340252004246518,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,10,4,6,8,8,44,0,12.204242944717407
1.0,3,41103,True,2.2909142546233308,100,32359,2.2909142546233308,0.0017443018772869642,0.16358901245742782,0.981534074744567,21.135923027286452,0.989859577422661,21.332914559786346,0.989859577422661,0.16358901245742782,21.135923027286452,0.03340252004246518,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,7,6,1,12,12,66,0,10.327412605285645
1.0,4,41104,True,5.628560415742957,100,31501,5.628560415742957,0.0017443018772869642,0.16358901245742782,0.981534074744567,21.135923027286452,0.989859577422661,21.332914559786346,0.989859577422661,0.16358901245742782,21.135923027286452,0.03340252004246518,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,12,5,7,10,10,55,0,10.636111736297607
1.0,5,41105,True,1.0682627644505238,100,44951,1.0682627644505238,0.0017443018772869642,0.16358901245742782,0.981534074744567,21.135923027286452,0.989859577422661,21.332914559786346,0.989859577422661,0.16358901245742782,21.135923027286452,0.03340252004246518,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,21,10,11,20,20,110,0,15.49934434890747
1.0,6,41106,True,12.209372207386394,100,31829,12.209372207386394,0.0017443018772869642,0.16358901245742782,0.981534074744567,21.135923027286452,0.989859577422661,21.332914559786346,0.989859577422661,0.16358901245742782,21.135923027286452,0.03340252004246518,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,15,9,6,18,18,99,0,11.123161792755127
1.0,7,41107,True,4.200400163332627,100,40169,4.200400163332627,0.0017443018772869642,0.16358901245742782,0.981534074744567,21.135923027286452,0.989859577422661,21.332914559786346,0.989859577422661,0.16358901245742782,21.135923027286452,0.03340252004246518,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,11,6,5,12,12,66,0,14.179656744003296
6.0,0,41200,True,0.7029030635302017,100,4724,0.7029030635302017,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,21,10,11,20,20,110,0,1.8369054794311523
6.0,1,41201,True,0.3892572522114805,100,7189,0.3892572522114805,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,10,6,4,12,12,66,0,2.658296585083008
6.0,2,41202,True,0.13080651322239292,100,6911,0.13080651322239292,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,17,10,7,20,20,110,0,2.68198561668396
6.0,3,41203,True,0.3070014721943028,100,9292,0.3070014721943028,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,15,8,7,16,16,88,0,3.459364414215088
6.0,4,41204,True,0.23688816738236187,100,7611,0.23688816738236187,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,8,4,4,8,8,44,0,2.959097385406494
6.0,5,41205,True,0.17951200619615973,100,5691,0.17951200619615973,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,6,4,2,8,8,44,0,1.9278879165649414
6.0,6,41206,True,0.4249115998904966,100,8399,0.4249115998904966,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,18,11,7,22,22,121,0,3.815150737762451
6.0,7,41207,True,0.1649037480917173,100,4814,0.1649037480917173,0.010376707469259326,0.9816912898870015,0.9816912898870015,20.953150356441338,0.9856493121525142,22.133718550176386,0.9856493121525142,0.9816912898870015,20.953150356441338,0.19887690384804455,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,3,1,2,2,2,11,0,1.8921716213226318
24.0,0,41300,True,0.05091451412327024,100,1793,0.05091451412327024,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,13,7,6,14,14,77,0,0.9059932231903076
24.0,1,41301,True,0.07157878463115538,100,3007,0.07157878463115538,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,26,12,14,24,24,132,0,1.5608813762664795
24.0,2,41302,True,0.04094256314746314,100,1965,0.04094256314746314,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,18,6,12,12,12,66,0,1.087057113647461
24.0,3,41303,True,0.07423190072472552,100,2146,0.07423190072472552,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,19,10,9,20,20,110,0,1.369110107421875
24.0,4,41304,True,0.05647600592768092,100,1717,0.05647600592768092,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,19,13,6,26,26,143,0,1.1451129913330078
24.0,5,41305,True,0.08172480869381663,100,2665,0.08172480869381663,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,25,13,12,26,26,143,0,1.4800934791564941
24.0,6,41306,True,0.06564638013804731,100,2604,0.06564638013804731,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,18,7,11,14,14,77,0,1.3446300029754639
24.0,7,41307,True,0.06108187291792793,100,2300,0.06108187291792793,0.04027177752004497,3.928944291574762,0.9822360728936905,20.32018637669447,0.9709169275967708,25.02323329107775,0.9709169275967708,3.928944291574762,20.32018637669447,0.7741026228085216,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,17,8,9,16,16,88,0,1.0134546756744385
