zr_conc,repeat_index,seed,reached_target,time_to_target_seconds,final_entities,steps_executed,simulated_time_seconds,prebound_fraction,effective_zr6_conc,effective_zr6_fraction_for_growth,effective_linker_conc,external_addition_activity,total_external_addition_channel_activity,legacy_external_addition_activity,free_zr6_addition_activity,free_linker_addition_activity,prebound_zr_btb_addition_activity,external_channel_activity_basis,prebound_external_channel_species,distorted_chemistry_model,prebound_growth_attempts,prebound_growth_successes,prebound_growth_failures,prebound_entities_added,prebound_linkages_formed,prebound_free_growth_site_delta,prebound_ready_pair_delta,wall_seconds
80.0,3,41403,True,0.026266271626941756,100,1356,0.026266271626941756,0.12284773261704217,13.116580232102743,0.9837435174077057,18.571817663030238,0.928920263971809,34.06902753877858,0.928920263971809,13.116580232102743,18.571817663030238,2.380629643645601,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,42,25,17,50,50,275,0,0.9069197177886963
80.0,4,41404,True,0.021810191937082207,100,1263,0.021810191937082207,0.12284773261704217,13.116580232102743,0.9837435174077057,18.571817663030238,0.928920263971809,34.06902753877858,0.928920263971809,13.116580232102743,18.571817663030238,2.380629643645601,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,51,33,18,66,66,363,0,0.8501331806182861
80.0,5,41405,True,0.03670418976123873,100,2002,0.03670418976123873,0.12284773261704217,13.116580232102743,0.9837435174077057,18.571817663030238,0.928920263971809,34.06902753877858,0.928920263971809,13.116580232102743,18.571817663030238,2.380629643645601,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,62,38,24,76,76,418,0,1.0794925689697266
80.0,6,41406,True,0.024799065617493704,100,1237,0.024799065617493704,0.12284773261704217,13.116580232102743,0.9837435174077057,18.571817663030238,0.928920263971809,34.06902753877858,0.928920263971809,13.116580232102743,18.571817663030238,2.380629643645601,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,39,23,16,46,46,253,0,0.8071212768554688
80.0,7,41407,True,0.01228713316824099,100,928,0.01228713316824099,0.12284773261704217,13.116580232102743,0.9837435174077057,18.571817663030238,0.928920263971809,34.06902753877858,0.928920263971809,13.116580232102743,18.571817663030238,2.380629643645601,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,23,12,11,24,24,132,0,0.5091564655303955
100.0,0,41500,True,0.011505682152351107,101,591,0.011505682152351107,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,28,17,11,34,34,187,0,0.4198341369628906
100.0,1,41501,True,0.01806556940103239,100,721,0.01806556940103239,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,35,24,11,48,48,264,0,0.5031044483184814
100.0,2,41502,True,0.018823763343022257,100,672,0.018823763343022257,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,28,17,11,34,34,187,0,0.4616670608520508
100.0,3,41503,True,0.018995542772041695,100,1182,0.018995542772041695,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,68,51,17,102,102,561,0,0.7576496601104736
100.0,4,41504,True,0.01294392142185513,100,778,0.01294392142185513,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,33,28,5,56,56,308,0,0.4718928337097168
100.0,5,41505,True,0.02306371598318174,100,962,0.02306371598318174,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,43,30,13,60,60,330,0,0.5383856296539307
100.0,6,41506,True,0.021579182841027195,100,851,0.021579182841027195,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,38,29,9,58,58,319,0,0.4997227191925049
100.0,7,41507,True,0.018181820411357123,100,789,0.018181820411357123,0.1490360580214644,16.40370676432938,0.9842224058597628,18.017336049749872,0.915170901129413,37.3166383950895,0.915170901129413,16.40370676432938,18.017336049749872,2.8955955810102374,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,28,24,4,48,48,262,1,0.3712441921234131
