,filename,dir_path,SBU_count,BTB_count,plane_count,ellipse_a,ellipse_b,Zr,FA,L,Ratio,Step,Index,SC,KC,plane_area_0,plane_area_1,plane_area_2,plane_area_3,plane_area_4,plane_area_5,plane_area_6,plane_area_7,plane_area_8,plane_area_9,plane_area_10,plane_area_11,plane_area_12
assembly_698.3868426852382.mol2,assembly_698.3868426852382.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_23.26753413261419_FA_8777.89656971143_L_34.17363927455779_Ratio_0.6_Step_1e15.0_Index_3_SC_1.023959076719992_KC_1.939433265798308_2025-08-18_22_52_32,151.0,361.0,5,124.55204894827706,63.31139767317904,23.26753413261419,8777.89656971143,34.17363927455779,0.6,1e15.0,3.0,1.023959076719992,1.939433265798308,24578.691974447524,23122.28882917116,13614.77035626259,15115.855291140802,10407.069162832246,,,,,,,,
assembly_19140.1048789124.mol2,assembly_19140.1048789124.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_15.06147515399268_FA_4583.64331625368_L_16.61669957519844_Ratio_0.6_Step_1e15.0_Index_1_SC_1.158115294587708_KC_0.2858608942517865_2025-08-18_22_52_34,18.0,35.0,1,49.409417756278195,39.37068950899496,15.06147515399268,4583.64331625368,16.61669957519844,0.6,1e15.0,1.0,1.158115294587708,0.2858608942517865,7163.895406562608,,,,,,,,,,,,
assembly_154323.9927894122.mol2,assembly_154323.9927894122.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_1.969305995373278_FA_20923.740561019_L_16.75172297475205_Ratio_0.6_Step_1e15.0_Index_3_SC_1.786447557683061_KC_1.895072851875978_2025-08-18_22_52_28,4.0,6.0,1,23.245212928280903,17.26814292185402,1.969305995373278,20923.740561019,16.75172297475205,0.6,1e15.0,3.0,1.786447557683061,1.895072851875978,1290.3802029326189,,,,,,,,,,,,
assembly_2813.7975063225686.mol2,assembly_2813.7975063225686.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_38.52123933525627_FA_10253.58804517384_L_30.5723644055854_Ratio_0.6_Step_1e15.0_Index_1_SC_0.9587030867037871_KC_1.178754773101855_2025-08-18_22_52_29,135.0,277.0,2,131.89924943638405,91.11757417802805,38.52123933525627,10253.58804517384,30.5723644055854,0.6,1e15.0,1.0,0.9587030867037871,1.178754773101855,39962.08378754055,13682.667491051228,,,,,,,,,,,
assembly_2827.2042938146287.mol2,assembly_2827.2042938146287.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_26.04218586079736_FA_9248.163930399798_L_29.00135175103679_Ratio_0.6_Step_1e15.0_Index_3_SC_1.349600522575434_KC_1.783647792005434_2025-08-18_22_52_39,132.0,284.0,2,136.73107534996618,81.31272457406759,26.04218586079736,9248.163930399798,29.00135175103679,0.6,1e15.0,3.0,1.349600522575434,1.783647792005434,39094.81730649168,12190.640584975403,,,,,,,,,,,
assembly_19915.116476551706.mol2,assembly_19915.116476551706.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_8.467921759563033_FA_11364.74762049612_L_19.32354744335534_Ratio_0.6_Step_1e15.0_Index_3_SC_0.4937500167178606_KC_1.582188225373893_2025-08-18_22_52_31,36.0,72.0,1,63.59753551028595,58.22419071726099,8.467921759563033,11364.74762049612,19.32354744335534,0.6,1e15.0,3.0,0.4937500167178606,1.582188225373893,14227.210203130424,,,,,,,,,,,,
assembly_9155.363673333652.mol2,assembly_9155.363673333652.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_43.31387568233587_FA_6703.316091560204_L_25.48325617797842_Ratio_0.6_Step_1e15.0_Index_3_SC_1.477215420350931_KC_0.3989903187451468_2025-08-18_22_52_32,68.0,132.0,1,93.57191305613458,91.51544417634305,43.31387568233587,6703.316091560204,25.48325617797842,0.6,1e15.0,3.0,1.477215420350931,0.3989903187451468,26812.707024278105,,,,,,,,,,,,
assembly_12939.762958911217.mol2,assembly_12939.762958911217.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_28.73458526228805_FA_17194.02236063023_L_3.667796949552149_Ratio_0.6_Step_1e15.0_Index_0_SC_1.85831764389199_KC_1.63885794410774_2025-08-18_22_52_31,13.0,24.0,1,47.973697820378014,29.705580713084828,28.73458526228805,17194.02236063023,3.667796949552149,0.6,1e15.0,0.0,1.85831764389199,1.63885794410774,5153.453859648673,,,,,,,,,,,,
assembly_14418.315021166778.mol2,assembly_14418.315021166778.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_28.73458526228805_FA_17194.02236063023_L_3.667796949552149_Ratio_0.6_Step_1e15.0_Index_2_SC_1.85831764389199_KC_1.63885794410774_2025-08-18_22_52_32,10.0,18.0,1,36.74802522146415,29.341470586270532,28.73458526228805,17194.02236063023,3.667796949552149,0.6,1e15.0,2.0,1.85831764389199,1.63885794410774,3874.7932869261335,,,,,,,,,,,,
assembly_20924.91786755504.mol2,assembly_20924.91786755504.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_26.92537534097_FA_19242.36940681359_L_24.51557460408941_Ratio_0.6_Step_1e15.0_Index_2_SC_0.8872158862505483_KC_1.521542629206447_2025-08-18_22_52_33,64.0,130.0,1,99.51711231627763,69.70243566706979,26.92537534097,19242.36940681359,24.51557460408941,0.6,1e15.0,2.0,0.8872158862505483,1.521542629206447,24205.767662696595,,,,,,,,,,,,
assembly_148.60658029814783.mol2,assembly_148.60658029814783.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_27.53559613364225_FA_861.5335455206781_L_24.0965991226136_Ratio_0.6_Step_1e15.0_Index_0_SC_1.874914462778555_KC_1.159629884717499_2025-08-18_22_52_30,393.0,1113.0,12,130.9802138929653,83.72428329933882,27.53559613364225,861.5335455206781,24.0965991226136,0.6,1e15.0,0.0,1.874914462778555,1.159629884717499,35347.304597402246,34461.277508577004,33463.38406023734,29833.532956411575,33579.79425617328,23800.194881326457,29373.531570855448,25084.828801460026,20443.06215169349,27731.471088232807,17618.63326686028,12326.54048362194,
assembly_11062.035292627423.mol2,assembly_11062.035292627423.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_14.37591601968112_FA_10642.25324562019_L_9.705542504181505_Ratio_0.6_Step_1e15.0_Index_2_SC_1.372884712169299_KC_1.709596414863621_2025-08-18_22_52_28,62.0,124.0,1,88.39997310179639,79.25509799339207,14.37591601968112,10642.25324562019,9.705542504181505,0.6,1e15.0,2.0,1.372884712169299,1.709596414863621,23724.67877778961,,,,,,,,,,,,
assembly_3124.8659233585645.mol2,assembly_3124.8659233585645.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_23.51473516375187_FA_14486.64624330687_L_28.22501429085254_Ratio_0.6_Step_1e15.0_Index_2_SC_1.449714838985524_KC_1.72260712693314_2025-08-18_22_52_29,93.0,189.0,2,110.37271404605558,77.42891120980556,23.51473516375187,14486.64624330687,28.22501429085254,0.6,1e15.0,2.0,1.449714838985524,1.72260712693314,31686.919499206928,5476.432353231081,,,,,,,,,,,
assembly_205949.4247549503.mol2,assembly_205949.4247549503.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_4.208928141392883_FA_18360.94040820335_L_4.910277515233725_Ratio_0.6_Step_1e15.0_Index_0_SC_0.8396347888291222_KC_1.960284567156785_2025-08-18_22_52_36,4.0,6.0,1,23.25158765427802,17.042077923051288,4.208928141392883,18360.94040820335,4.910277515233725,0.6,1e15.0,0.0,0.8396347888291222,1.960284567156785,1267.2135869155843,,,,,,,,,,,,
assembly_24585.059824918997.mol2,assembly_24585.059824918997.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_31.85213708707381_FA_7746.639995972791_L_13.87654282592656_Ratio_0.6_Step_1e15.0_Index_0_SC_1.19057819386106_KC_0.7756384262367708_2025-08-18_22_52_35,60.0,122.0,2,88.79615937035027,65.4412083232352,31.85213708707381,7746.639995972791,13.87654282592656,0.6,1e15.0,0.0,1.19057819386106,0.7756384262367708,20614.385799049018,4926.713934181789,,,,,,,,,,,
assembly_4093.2935818963256.mol2,assembly_4093.2935818963256.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_39.30539095724224_FA_6864.859044082482_L_21.78260559825158_Ratio_0.6_Step_1e15.0_Index_0_SC_0.5494244724104449_KC_1.000618852294717_2025-08-18_22_52_34,111.0,228.0,2,124.9414851112088,81.32116570359273,39.30539095724224,6864.859044082482,21.78260559825158,0.6,1e15.0,0.0,0.5494244724104449,1.000618852294717,34956.68615115582,7874.234635415208,,,,,,,,,,,
assembly_3004.046116153647.mol2,assembly_3004.046116153647.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_26.04218586079736_FA_9248.163930399798_L_29.00135175103679_Ratio_0.6_Step_1e15.0_Index_0_SC_1.349600522575434_KC_1.783647792005434_2025-08-18_22_52_39,156.0,353.0,6,98.6380391532487,74.06433397359389,26.04218586079736,9248.163930399798,29.00135175103679,0.6,1e15.0,0.0,1.349600522575434,1.783647792005434,20794.534088355478,16619.998192560015,11085.611309147544,17684.231296505117,15421.431910617905,9626.52692872752,,,,,,,
assembly_18074.245711345066.mol2,assembly_18074.245711345066.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_26.31616042585758_FA_18940.69510072602_L_15.13640703560942_Ratio_0.6_Step_1e15.0_Index_0_SC_1.559891514632405_KC_1.393202592744313_2025-08-18_22_52_34,31.0,60.0,1,67.24337312783878,56.77717189940201,26.31616042585758,18940.69510072602,15.13640703560942,0.6,1e15.0,0.0,1.559891514632405,1.393202592744313,12351.37702342046,,,,,,,,,,,,
assembly_757.6592027254231.mol2,assembly_757.6592027254231.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_43.15942583627969_FA_4005.74599526846_L_26.39806239806473_Ratio_0.6_Step_1e15.0_Index_0_SC_0.404179765479908_KC_0.6276409236188392_2025-08-18_22_52_28,149.0,296.0,2,131.23150724933498,115.161574269209,43.15942583627969,4005.74599526846,26.39806239806473,0.6,1e15.0,0.0,0.404179765479908,0.6276409236188392,52226.85526838569,6875.823754828399,,,,,,,,,,,
assembly_137602.89481688145.mol2,assembly_137602.89481688145.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_6.717406480246902_FA_3917.93809656787_L_32.03173544149234_Ratio_0.6_Step_1e15.0_Index_0_SC_0.8604945169854896_KC_0.1710230996165632_2025-08-18_22_52_37,8.0,14.0,1,35.23544273212895,26.0325541899104,6.717406480246902,3917.93809656787,32.03173544149234,0.6,1e15.0,0.0,0.8604945169854896,0.1710230996165632,3053.299168677989,,,,,,,,,,,,
assembly_7270.986127657673.mol2,assembly_7270.986127657673.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_42.26918369718274_FA_6576.450715457925_L_34.53989605852026_Ratio_0.6_Step_1e15.0_Index_1_SC_1.943655373409894_KC_0.6690296097927194_2025-08-18_22_52_40,115.0,248.0,2,106.39132543720277,83.35154828064815,42.26918369718274,6576.450715457925,34.53989605852026,0.6,1e15.0,1.0,1.943655373409894,0.6690296097927194,29594.479375788564,15366.100985363577,,,,,,,,,,,
assembly_8174.492969545059.mol2,assembly_8174.492969545059.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_16.99890367335692_FA_13408.11150414791_L_8.03143603984554_Ratio_0.6_Step_1e15.0_Index_2_SC_1.068765870663505_KC_1.238744602140422_2025-08-18_22_52_35,23.0,45.0,1,65.0035118168138,45.13064079417724,16.99890367335692,13408.11150414791,8.03143603984554,0.6,1e15.0,2.0,1.068765870663505,1.238744602140422,9250.417773009587,,,,,,,,,,,,
assembly_13079.871547887751.mol2,assembly_13079.871547887751.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_17.3855224813026_FA_12826.11948455204_L_8.627121337026537_Ratio_0.6_Step_1e15.0_Index_1_SC_1.380348609456862_KC_1.499552718349476_2025-08-18_22_52_36,27.0,52.0,1,64.00339035949693,50.16538264718795,17.3855224813026,12826.11948455204,8.627121337026537,0.6,1e15.0,1.0,1.380348609456862,1.499552718349476,10797.923909009585,,,,,,,,,,,,
assembly_829.7880672802848.mol2,assembly_829.7880672802848.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_33.96403461050071_FA_3231.837052566874_L_28.64056966855832_Ratio_0.6_Step_1e15.0_Index_2_SC_1.650219347157333_KC_1.019526897000774_2025-08-18_22_52_34,177.0,430.0,9,90.55113811703373,62.39847035039125,33.96403461050071,3231.837052566874,28.64056966855832,0.6,1e15.0,2.0,1.650219347157333,1.019526897000774,16543.278271923336,15613.860563148073,10677.793318997059,11432.3253010537,14044.033645639149,13340.225130433604,11776.363630570691,10380.95961621895,10063.89818357341,,,,
assembly_229165.1925913829.mol2,assembly_229165.1925913829.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_6.717406480246902_FA_3917.93809656787_L_32.03173544149234_Ratio_0.6_Step_1e15.0_Index_3_SC_0.8604945169854896_KC_0.1710230996165632_2025-08-18_22_52_37,8.0,14.0,1,35.11744934476442,26.43063289455304,6.717406480246902,3917.93809656787,32.03173544149234,0.6,1e15.0,3.0,0.8604945169854896,0.1710230996165632,3050.3004641083935,,,,,,,,,,,,
assembly_536.8113248222807.mol2,assembly_536.8113248222807.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_9.206431533886395_FA_2205.141792923408_L_30.97842790131119_Ratio_0.6_Step_1e15.0_Index_2_SC_1.045236000115982_KC_1.269999018130625_2025-08-18_22_52_39,161.0,432.0,8,83.93383159616057,72.22695849722368,9.206431533886395,2205.141792923408,30.97842790131119,0.6,1e15.0,2.0,1.045236000115982,1.269999018130625,22091.72357880705,17305.901191003803,15479.662364697098,16627.276815507834,18776.998342243092,13320.410982730471,12754.020936809049,8864.548354133436,,,,,
assembly_606.9160223488657.mol2,assembly_606.9160223488657.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_42.26918369718274_FA_6576.450715457925_L_34.53989605852026_Ratio_0.6_Step_1e15.0_Index_2_SC_1.943655373409894_KC_0.6690296097927194_2025-08-18_22_52_40,134.0,280.0,2,115.15815509842241,90.8371252515269,42.26918369718274,6576.450715457925,34.53989605852026,0.6,1e15.0,2.0,1.943655373409894,0.6690296097927194,38583.6867792794,10825.280174759382,,,,,,,,,,,
assembly_708968.1616073168.mol2,assembly_708968.1616073168.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_41.50378859724987_FA_16335.58481910139_L_26.99378262744269_Ratio_0.6_Step_1e15.0_Index_2_SC_0.362175557914637_KC_1.991393453844837_2025-08-18_22_52_32,1.0,0.0,0,,,41.50378859724987,16335.58481910139,26.99378262744269,0.6,1e15.0,2.0,0.362175557914637,1.991393453844837,,,,,,,,,,,,,
assembly_224586.38102483164.mol2,assembly_224586.38102483164.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_21.55526446673614_FA_16841.03773661047_L_29.85389696165096_Ratio_0.6_Step_1e15.0_Index_0_SC_0.7781514511536652_KC_0.3819765938994829_2025-08-18_22_52_37,7.0,12.0,1,35.89037362866365,20.521332971519975,21.55526446673614,16841.03773661047,29.85389696165096,0.6,1e15.0,0.0,0.7781514511536652,0.3819765938994829,2687.5686577787624,,,,,,,,,,,,
assembly_17730.423652698755.mol2,assembly_17730.423652698755.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_14.37591601968112_FA_10642.25324562019_L_9.705542504181505_Ratio_0.6_Step_1e15.0_Index_3_SC_1.372884712169299_KC_1.709596414863621_2025-08-18_22_52_28,63.0,123.0,1,87.9872455509824,70.92300741444745,14.37591601968112,10642.25324562019,9.705542504181505,0.6,1e15.0,3.0,1.372884712169299,1.709596414863621,23953.8355283616,,,,,,,,,,,,
assembly_53994.38937693093.mol2,assembly_53994.38937693093.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_24.97416909353897_FA_20435.87662528702_L_14.87865542296026_Ratio_0.6_Step_1e15.0_Index_0_SC_0.7972895773518738_KC_1.097203636932564_2025-08-18_22_52_39,22.0,41.0,1,50.95627119643465,47.60881030128098,24.97416909353897,20435.87662528702,14.87865542296026,0.6,1e15.0,0.0,0.7972895773518738,1.097203636932564,8357.54510726764,,,,,,,,,,,,
assembly_28103.689721011495.mol2,assembly_28103.689721011495.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_30.49671371062003_FA_8277.045379514015_L_20.96236254701305_Ratio_0.6_Step_1e15.0_Index_0_SC_0.5210100940324883_KC_0.6889849819887754_2025-08-18_22_52_37,62.0,118.0,2,83.15224292606133,80.20215488922219,30.49671371062003,8277.045379514015,20.96236254701305,0.6,1e15.0,0.0,0.5210100940324883,0.6889849819887754,23664.128496506066,264.50183861930475,,,,,,,,,,,
assembly_26519.20798785653.mol2,assembly_26519.20798785653.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_15.06147515399268_FA_4583.64331625368_L_16.61669957519844_Ratio_0.6_Step_1e15.0_Index_3_SC_1.158115294587708_KC_0.2858608942517865_2025-08-18_22_52_34,20.0,38.0,1,59.43476497346818,38.218457379104244,15.06147515399268,4583.64331625368,16.61669957519844,0.6,1e15.0,3.0,1.158115294587708,0.2858608942517865,7953.600508012219,,,,,,,,,,,,
assembly_6230.424217673563.mol2,assembly_6230.424217673563.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_24.51233111468616_FA_15531.13854122019_L_24.15709014750087_Ratio_0.6_Step_1e15.0_Index_0_SC_1.670814223909167_KC_1.112922556340123_2025-08-18_22_52_28,47.0,95.0,1,89.03011030296861,58.8872333944812,24.51233111468616,15531.13854122019,24.15709014750087,0.6,1e15.0,0.0,1.670814223909167,1.112922556340123,18832.878162336783,,,,,,,,,,,,
assembly_2576.6388342205855.mol2,assembly_2576.6388342205855.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_12.10135121288822_FA_2468.315741712479_L_13.38819657514628_Ratio_0.6_Step_1e15.0_Index_1_SC_0.6584036653562392_KC_0.4945356653290651_2025-08-18_22_52_37,71.0,148.0,1,120.57534279428539,66.97679496972543,12.10135121288822,2468.315741712479,13.38819657514628,0.6,1e15.0,1.0,0.6584036653562392,0.4945356653290651,27651.605357172248,,,,,,,,,,,,
assembly_4325.266802850731.mol2,assembly_4325.266802850731.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_34.53079037218308_FA_17753.47955504885_L_18.51550432622032_Ratio_0.6_Step_1e15.0_Index_2_SC_1.530470383318816_KC_0.5092478180348478_2025-08-18_22_52_36,13.0,24.0,1,47.010316520561226,35.98411002677378,34.53079037218308,17753.47955504885,18.51550432622032,0.6,1e15.0,2.0,1.530470383318816,0.5092478180348478,5132.074562158766,,,,,,,,,,,,
assembly_183347.1347561688.mol2,assembly_183347.1347561688.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_21.55526446673614_FA_16841.03773661047_L_29.85389696165096_Ratio_0.6_Step_1e15.0_Index_3_SC_0.7781514511536652_KC_0.3819765938994829_2025-08-18_22_52_37,4.0,6.0,2,23.799275306394147,16.782229834432762,21.55526446673614,16841.03773661047,29.85389696165096,0.6,1e15.0,3.0,0.7781514511536652,0.3819765938994829,1260.7577446438268,1182.2052884540751,,,,,,,,,,,
assembly_99608.46002466918.mol2,assembly_99608.46002466918.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_37.80126429471234_FA_19363.18229886624_L_8.29676600153348_Ratio_0.6_Step_1e15.0_Index_0_SC_0.9462261896499998_KC_0.9234756926318602_2025-08-18_22_52_31,8.0,14.0,1,35.22715024281831,26.22805892305283,37.80126429471234,19363.18229886624,8.29676600153348,0.6,1e15.0,0.0,0.9462261896499998,0.9234756926318602,3043.7277061845034,,,,,,,,,,,,
assembly_2278.7337296250607.mol2,assembly_2278.7337296250607.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_8.467921759563033_FA_11364.74762049612_L_19.32354744335534_Ratio_0.6_Step_1e15.0_Index_0_SC_0.4937500167178606_KC_1.582188225373893_2025-08-18_22_52_31,35.0,70.0,1,80.6792184784164,51.71889162148619,8.467921759563033,11364.74762049612,19.32354744335534,0.6,1e15.0,0.0,0.4937500167178606,1.582188225373893,13884.524738279999,,,,,,,,,,,,
assembly_19760.52661321763.mol2,assembly_19760.52661321763.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_7.70595441457542_FA_16664.51139295941_L_18.89577585869122_Ratio_0.6_Step_1e15.0_Index_2_SC_1.618674111908959_KC_1.200046643737623_2025-08-18_22_52_36,17.0,33.0,1,57.652760579444056,36.749088406840315,7.70595441457542,16664.51139295941,18.89577585869122,0.6,1e15.0,2.0,1.618674111908959,1.200046643737623,6790.508665498501,,,,,,,,,,,,
assembly_6749.466291518234.mol2,assembly_6749.466291518234.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_12.51605251783018_FA_4898.445357505262_L_23.06682209669446_Ratio_0.6_Step_1e15.0_Index_1_SC_1.888077415632547_KC_1.575112780498855_2025-08-18_22_52_38,137.0,327.0,6,88.57467485460512,70.89971038307121,12.51605251783018,4898.445357505262,23.06682209669446,0.6,1e15.0,1.0,1.888077415632547,1.575112780498855,22048.468195238904,13696.565316732553,10378.659558613514,13432.318779520732,9021.603344526384,9915.965571791714,,,,,,,
assembly_70604.80985914933.mol2,assembly_70604.80985914933.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_6.860761933538629_FA_8442.628909637247_L_4.025398440597345_Ratio_0.6_Step_1e15.0_Index_1_SC_0.6932211085516965_KC_1.814429693684103_2025-08-18_22_52_38,29.0,56.0,1,58.83771595352213,54.535236513244904,6.860761933538629,8442.628909637247,4.025398440597345,0.6,1e15.0,1.0,0.6932211085516965,1.814429693684103,11395.519982859976,,,,,,,,,,,,
assembly_561.4199308291135.mol2,assembly_561.4199308291135.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_23.26753413261419_FA_8777.89656971143_L_34.17363927455779_Ratio_0.6_Step_1e15.0_Index_0_SC_1.023959076719992_KC_1.939433265798308_2025-08-18_22_52_32,167.0,391.0,6,86.92936727239542,82.62645267377783,23.26753413261419,8777.89656971143,34.17363927455779,0.6,1e15.0,0.0,1.023959076719992,1.939433265798308,24899.129627400776,17453.051168392016,17277.933799121893,12544.985562706262,11407.418983784546,12113.529265277679,,,,,,,
assembly_37792.797572746254.mol2,assembly_37792.797572746254.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_4.008534484831364_FA_17934.45700981551_L_33.57157846933712_Ratio_0.6_Step_1e15.0_Index_0_SC_1.515251032601613_KC_1.678979496129587_2025-08-18_22_52_31,19.0,38.0,2,55.25385711893273,38.435641655906835,4.008534484831364,17934.45700981551,33.57157846933712,0.6,1e15.0,0.0,1.515251032601613,1.678979496129587,7387.370448697959,306.71517793704004,,,,,,,,,,,
assembly_60567.46747376868.mol2,assembly_60567.46747376868.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_7.70595441457542_FA_16664.51139295941_L_18.89577585869122_Ratio_0.6_Step_1e15.0_Index_3_SC_1.618674111908959_KC_1.200046643737623_2025-08-18_22_52_36,10.0,18.0,1,41.45067811585505,25.75187530219777,7.70595441457542,16664.51139295941,18.89577585869122,0.6,1e15.0,3.0,1.618674111908959,1.200046643737623,3846.2618823867497,,,,,,,,,,,,
assembly_1784.7748569870103.mol2,assembly_1784.7748569870103.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_39.30539095724224_FA_6864.859044082482_L_21.78260559825158_Ratio_0.6_Step_1e15.0_Index_2_SC_0.5494244724104449_KC_1.000618852294717_2025-08-18_22_52_34,116.0,237.0,1,124.80861396125695,107.66669471124197,39.30539095724224,6864.859044082482,21.78260559825158,0.6,1e15.0,2.0,0.5494244724104449,1.000618852294717,43326.068614063915,,,,,,,,,,,,
assembly_213.47922170718246.mol2,assembly_213.47922170718246.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_27.53559613364225_FA_861.5335455206781_L_24.0965991226136_Ratio_0.6_Step_1e15.0_Index_2_SC_1.874914462778555_KC_1.159629884717499_2025-08-18_22_52_30,435.0,1188.0,12,102.52485226721979,94.35908272261261,27.53559613364225,861.5335455206781,24.0965991226136,0.6,1e15.0,2.0,1.874914462778555,1.159629884717499,28936.535237626376,27551.41115539731,31421.976873804142,33177.21948791801,29363.67383716611,29587.906404462283,25603.577044757552,27616.342284153412,27059.726053820577,24501.267542407528,25317.919268388112,21039.23666468155,
assembly_376.19144110977743.mol2,assembly_376.19144110977743.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_42.76640552091914_FA_11671.32914568015_L_10.22505301163183_Ratio_0.6_Step_1e15.0_Index_1_SC_1.749605222468828_KC_1.292580602617681_2025-08-18_22_52_38,82.0,155.0,2,85.86052090194755,67.2292910411761,42.76640552091914,11671.32914568015,10.22505301163183,0.6,1e15.0,1.0,1.749605222468828,1.292580602617681,20755.858573457892,12541.987369598657,,,,,,,,,,,
assembly_49312.45759952284.mol2,assembly_49312.45759952284.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_39.16972598969503_FA_8042.840794509557_L_5.600356857380473_Ratio_0.6_Step_1e15.0_Index_3_SC_0.6793424635494052_KC_0.5962043392199176_2025-08-18_22_52_30,16.0,30.0,1,49.015660773396036,38.35783598174961,39.16972598969503,8042.840794509557,5.600356857380473,0.6,1e15.0,3.0,0.6793424635494052,0.5962043392199176,6304.916326921329,,,,,,,,,,,,
assembly_79978.34705116668.mol2,assembly_79978.34705116668.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_37.80126429471234_FA_19363.18229886624_L_8.29676600153348_Ratio_0.6_Step_1e15.0_Index_1_SC_0.9462261896499998_KC_0.9234756926318602_2025-08-18_22_52_31,17.0,32.0,1,51.717929618600294,40.84823120328977,37.80126429471234,19363.18229886624,8.29676600153348,0.6,1e15.0,1.0,0.9462261896499998,0.9234756926318602,6779.19801991817,,,,,,,,,,,,
assembly_13278.328017359467.mol2,assembly_13278.328017359467.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_31.85213708707381_FA_7746.639995972791_L_13.87654282592656_Ratio_0.6_Step_1e15.0_Index_2_SC_1.19057819386106_KC_0.7756384262367708_2025-08-18_22_52_35,63.0,124.0,1,82.8552756412085,66.88665265906522,31.85213708707381,7746.639995972791,13.87654282592656,0.6,1e15.0,2.0,1.19057819386106,0.7756384262367708,21076.874142614677,,,,,,,,,,,,
assembly_6649.7440504456445.mol2,assembly_6649.7440504456445.mol2,/public/home/yibinjiang/workspace/out1/MOL_batch0_selected/Zr_30.31159338774847_FA_10084.74537441479_L_11.00857297015944_Ratio_0.6_Step_1e15.0_Index_3_SC_0.5804724551120796_KC_1.420970760353751_2025-08-18_22_52_39,91.0,179.0,2,103.34370854082526,92.90014342184165,30.31159338774847,10084.74537441479,11.00857297015944,0.6,1e15.0,3.0,0.5804724551120796,1.420970760353751,34577.46491007589,5157.560917354209,,,,,,,,,,,
