zr_conc,runs,reach_fraction_target,mean_time_to_target_seconds,std_time_to_target_seconds,median_time_to_target_seconds,mean_final_entities,mean_simulated_time_seconds,mean_steps_executed,mean_prebound_fraction,mean_prebound_growth_attempts,mean_prebound_growth_successes,mean_prebound_growth_failures,mean_prebound_entities_added,mean_prebound_linkages_formed,mean_prebound_free_growth_site_delta,mean_prebound_ready_pair_delta
3.38305,24,1.0,212.90249177227625,245.1441042851755,137.5195286553565,100.04166666666667,212.90249177227625,1046060.7916666666,0.0059403990514164656,1082.75,1049.0416666666667,33.708333333333336,2098.0833333333335,2098.0833333333335,11539.208333333334,0.125
22.758707,24,1.0,260.50753005391977,226.35950326221507,255.28551231992773,100.08333333333333,260.50753005391977,1103892.9166666667,0.03865581303924074,1171.4583333333333,1137.7916666666667,33.666666666666664,2275.5833333333335,2275.5833333333335,12515.375,0.16666666666666666
42.134365,24,1.0,257.1938835759969,162.18398824078582,240.29938588008162,100,257.1938835759969,1270252.625,0.06929835008488801,1203.4583333333333,1165.5,37.958333333333336,2331,2331,12820,0.25
61.510022,24,1.0,259.8905469048538,180.5846136017938,231.61335618274717,100,259.8905469048538,1336675.2083333333,0.098057935993716,1201.7083333333333,1167.2083333333333,34.5,2334.4166666666665,2334.4166666666665,12838.791666666666,0.25
80.885679,24,1.0,327.85596878762163,319.0955640515537,282.8411532757269,100.08333333333333,327.85596878762163,1383278.4583333333,0.12510210163636168,1318.9583333333333,1290.375,28.583333333333332,2580.75,2580.75,14193.958333333334,0.08333333333333333
100.261336,24,1.0,273.1079602187475,189.42219621741012,198.54920001185536,100.04166666666667,273.1079602187475,1556329.2916666667,0.1505791683303774,1218.7083333333333,1183.9583333333333,34.75,2367.9166666666665,2367.9166666666665,13023.125,0.20833333333333334
119.636994,24,1.0,254.28397774970765,266.4918659549649,153.38055337913,100.08333333333333,254.28397774970765,1760022.1666666667,0.17462091436286986,1226.8333333333333,1196.4583333333333,30.375,2392.9166666666665,2392.9166666666665,13160.875,0.08333333333333333
139.012651,24,1.0,358.405886462401,295.66634077028607,236.38100390656857,100.16666666666667,358.405886462401,1896068.125,0.19734480441776123,1441.25,1402.9166666666667,38.333333333333336,2805.8333333333335,2805.8333333333335,15431.666666666666,0.20833333333333334
158.388308,24,1.0,316.9256640147912,255.74416845998235,224.6233205800434,100.04166666666667,316.9256640147912,1998730.4166666667,0.2188558802503477,1388.5416666666667,1346.0416666666667,42.5,2692.0833333333335,2692.0833333333335,14806.125,0.16666666666666666
177.763965,24,1.0,401.56364807659605,453.14222624145805,264.2697997149179,100.08333333333333,401.56364807659605,2118998.9166666665,0.23924835027658972,1520.875,1478.5,42.375,2957,2957,16263.166666666666,0.16666666666666666
197.139623,24,1.0,443.35008862294706,354.0597460203954,337.4323474014886,100.08333333333333,443.35008862294706,2660834.6666666665,0.25860694794688704,1742.375,1697.625,44.75,3395.25,3395.25,18673.541666666668,0.16666666666666666
216.51528,24,1.0,394.71505139721575,414.60212874646624,241.43728675915685,100,394.71505139721575,2586048.6666666665,0.2770080858837029,1564.125,1527.1666666666667,36.958333333333336,3054.3333333333335,3054.3333333333335,16798.5,0.16666666666666666
