system,site,mean_success_pct,std_success_pct
Hf-BTB-MOL,Metal-side,86.19004685053746,3.594910573511466
Hf-BTB-MOL,Linker-side,81.6171445913351,0.4681441822501557
UiO-66,Metal-side,93.2646477605354,1.8142849243491719
UiO-66,Linker-side,7.291946122970461,0.46877651000508574
