zr_mM,exp_min,mean_kmc_s,median_kmc_s,std_kmc_s,reach_fraction,linker_mM,fa_mM,kc
3.3830513,36.0,12.509416971732902,7.142673747860886,15.54567044851927,1.0,16.0,3000.0,1.32975172557788
6.766102599,17.0,5.619814536243003,3.8365861641253414,4.410261801779616,1.0,16.0,3000.0,1.32975172557788
13.5322052,13.0,7.527849840233974,6.4221207974331955,5.804779616957967,1.0,16.0,3000.0,1.32975172557788
27.0644104,11.0,13.14213998146718,13.424611546806538,10.396757694323009,1.0,16.0,3000.0,1.32975172557788
54.12882079,11.0,13.157009965960372,10.85332514458937,11.810046337855924,1.0,16.0,3000.0,1.32975172557788
108.2576416,12.0,20.059836907302955,16.099508139589883,16.075843908836873,1.0,16.0,3000.0,1.32975172557788
216.5152832,15.0,78.77865711709775,51.14357700746872,81.24653713336046,1.0,16.0,3000.0,1.32975172557788
